GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Private VeriFactu XAdES provider bridge,eu.noeos.verifactu.bridge,BridgeProbe,3,13,0,2,1,2,1,3,1,2
